TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
19278,1890,2864,3717,2771,1293,18580,19278,5974,4632,7143,6820,18918,7360,15950,8280,5742,2086,2621,687,1946
447138,53959,49510,55580,45236,17704,370360,447138,85546,105949,178216,169264,405537,100086,346360,177148,130231,28726,46827,12358,27761
55933,6640,9542,8496,6013,2704,49943,55933,13849,12616,24698,23369,55687,15643,45892,21072,14823,3611,5554,1499,3671
16811,2126,2268,2075,1399,685,13274,16811,5061,3408,5786,5430,17429,4039,13430,7057,5211,1579,2070,520,1408
8018,984,1145,1076,758,395,6915,8018,2689,1438,3302,3173,8332,2195,6264,3338,2399,695,936,240,677
12306,1601,1837,1722,1288,448,11778,12306,3901,2451,5061,4833,11830,3343,9794,5062,3614,1218,1471,356,1009
43018,5410,5830,6493,3849,2143,40185,43018,13673,7696,15785,14770,44602,12150,34121,20328,13546,5006,5847,1314,4095
31490,3506,4647,5255,3501,1690,28763,31490,9099,6645,13961,13274,31822,9959,25552,12073,8943,2729,3317,992,2515
58140,7287,8561,8372,4819,2659,55700,58140,11410,10325,34497,33601,58691,15091,47214,16059,11567,3116,4176,1334,3117
66893,8052,7976,6876,4621,2220,62974,66893,13974,13653,30351,28435,66867,12717,48993,22807,18127,3546,6988,1676,3828
179914,20349,20011,18271,10140,5336,106617,179914,25219,36324,89961,86150,176484,30269,141567,62692,50539,10298,16605,4346,9319
5277,629,813,773,483,278,3994,5277,1636,1013,2404,2310,5194,1436,4282,2203,1627,476,679,170,457
4757,491,656,688,513,320,4656,4757,1373,986,2440,2356,4846,1486,3702,1808,1362,423,529,143,393
28543,3115,3807,3625,2189,1167,13256,28543,6266,6152,11251,10637,28748,6493,21988,12527,9499,2215,3815,877,2033
131730,15132,18372,20097,12027,8231,123829,131730,43146,23989,58344,55313,135871,39200,106421,48705,35119,9729,13586,3627,9325
7136,470,493,584,503,340,6082,7136,721,672,2074,1977,7113,1303,6467,2374,1791,409,533,159,368
948201,110489,114079,100080,50584,34056,609795,948201,177153,183235,472701,455544,956586,173173,720779,305086,258760,47780,79326,22862,46192
799767,111706,107610,80622,45132,28261,392000,799767,149777,121387,364346,345495,800401,146732,610790,247681,184459,38345,79216,19711,39828
95273,10923,11767,10943,6022,4313,86386,95273,14759,22492,49251,47954,92372,18957,73143,30982,25015,4091,6375,1906,4668
15763,1773,2128,2045,1294,1030,15213,15763,3315,4072,7455,7105,15953,4167,12095,5803,4124,1182,1443,422,1072
61607,7229,7524,6464,3847,2416,55992,61607,12202,12887,31628,30629,61233,11885,44687,20472,16668,3103,4937,1331,2997
8253,814,1121,1293,998,460,7494,8253,2365,1611,3202,3047,8447,2671,6499,3129,2125,632,1074,296,675
40434,4288,6464,6589,4094,2476,39072,40434,12846,9937,19716,18925,40712,12297,32672,15102,11566,2799,3857,1186,2984
11041,1319,1467,2257,1219,416,10565,11041,2417,2807,5313,5113,10104,3660,9041,3510,2531,627,1022,284,693
26804,2559,3369,4291,3569,2203,25866,26804,5896,4804,13417,13076,25939,9675,21455,10293,7273,1835,3012,817,2173
16193,1690,2023,1864,1200,775,14724,16193,3785,3311,6985,6662,16466,3518,12412,6061,4357,1025,1462,385,966
98682,11119,12421,13138,10635,6576,81974,98682,15230,21771,41079,39523,94191,28522,77656,30214,23374,6334,9369,2692,6755
35350,3867,3877,2948,1278,944,30517,35350,5736,8860,23910,23442,32916,4852,25215,10864,9783,1298,2160,567,1394
38754,4861,5678,4940,3183,1649,36696,38754,12720,7548,19762,19003,39005,9346,30175,14809,11285,2977,3764,939,2560
3185968,426230,439796,335974,201400,120673,2278624,3185968,368858,604676,1625426,1577885,3155816,598030,2487180,795595,537231,126211,250520,68201,137712
107386,12027,12815,12159,7498,4416,94359,107386,22265,21677,49142,46989,107723,22306,85421,39450,27506,8351,10277,2649,6495
64389,6640,8720,10927,7468,3774,58213,64389,14220,19180,26460,25027,62921,21217,52539,26286,18967,5472,7776,2094,5285
20154,2146,2758,2660,1530,1344,19508,20154,5013,4823,10811,10609,20428,5287,15215,6403,5143,1064,1531,463,1151
19808,2670,2489,2554,1726,987,15838,19808,4549,5027,6573,6189,19646,5012,15285,8172,5931,1505,2382,596,1499
102106,12072,13547,15479,8655,4021,97031,102106,20728,23631,47793,45504,96147,24545,79631,28882,21899,5474,7720,2421,5934
682,69,61,118,79,73,666,682,177,179,401,386,684,316,531,231,182,44,66,20,51
13057,1216,1833,2472,1132,514,12409,13057,2978,2125,6662,6435,12350,3478,10430,4315,3369,644,1115,325,822
2464,256,259,317,192,99,2392,2464,413,587,1176,1137,2307,491,1748,669,531,109,189,54,124
660,56,99,102,69,27,650,660,183,170,416,405,682,213,498,228,188,42,63,18,45
8406,1120,1278,1193,834,394,8052,8406,2871,1392,3968,3810,8570,2461,7093,3686,2617,904,1012,241,735
9911,1099,1384,1405,852,728,9429,9911,2435,2624,5733,5566,10104,2709,7771,3516,2766,490,846,250,614
1383,134,197,205,120,104,1334,1383,361,347,963,946,1368,370,1074,402,278,89,117,39,93
2059,330,356,277,81,28,1707,2059,418,461,1088,1003,2303,481,1675,583,456,108,157,44,103
2294,216,315,369,242,224,2145,2294,567,563,1065,1043,2368,743,1857,844,609,135,226,65,171
26092,3387,3768,3508,1906,907,25105,26092,6574,5599,8245,7723,27329,6143,20108,12191,8767,3016,3349,790,2331
19252,2381,2701,2232,1532,754,16567,19252,5526,3119,7477,7166,19014,4266,14587,7334,5149,1741,2257,575,1448
40408,4576,5142,5248,3396,2179,36306,40408,9161,10449,21053,20474,40014,10185,31840,14293,10698,2419,3764,1036,2469
33839,4395,4781,4746,2960,1437,32925,33839,12148,5498,15341,14539,33760,8739,27364,14619,10672,3451,4150,919,2778
541918,64917,76128,70958,40506,24722,424652,541918,115730,109619,270717,258083,541318,126698,428690,196517,141896,37203,54137,13394,33444
6579,693,936,847,512,324,5178,6579,1450,1628,4012,3891,6496,1527,4865,2166,1712,330,562,163,410
11069,1429,1527,1519,1144,607,7220,11069,3118,2532,4134,3958,11396,2806,9044,4759,3491,1043,1557,392,917
19434,2412,2444,2833,1519,614,18731,19434,3998,4964,8711,8379,18791,4254,14298,5404,4046,1071,1450,425,1036
138159,17133,18020,16846,10514,4964,73867,138159,30767,26507,65996,63584,138537,30487,105569,53166,41594,8935,15679,3769,8267
11881,1274,1475,1648,1126,574,11380,11881,2334,3380,5257,5011,11920,3267,8878,3890,3036,757,1039,296,738
36778,4303,6008,5521,3312,1408,29612,36778,8714,6890,19660,19121,34813,9238,29371,13954,11102,2740,3949,1026,2525
3839,403,505,569,371,296,3520,3839,932,908,1666,1611,3875,1176,3027,1509,1099,264,455,117,301
36219,3315,3892,4171,2720,1577,33776,36219,7160,5498,16179,15355,36333,8122,28983,11561,9043,2503,2951,868,2250
331164,46473,53380,38524,21385,14030,227079,331164,45738,46127,169129,163318,333316,67698,258649,87613,67766,12290,24528,6354,14162
8726,886,1425,1960,1146,493,8105,8726,2076,2613,4051,3888,8519,3144,7383,3292,2444,528,928,270,708
17471,1653,2594,3222,2211,1121,15617,17471,3622,5524,7663,7257,17658,6311,14643,5686,3851,1275,1843,561,1327
32208,3946,4620,4208,2607,1244,30654,32208,9370,6615,15100,14582,32293,7164,25644,11067,8514,2599,3258,798,2033
916,59,119,155,93,90,895,916,185,302,595,582,957,294,710,354,273,68,100,29,78
7912,848,976,912,716,392,4465,7912,2216,1615,3185,3023,8036,2004,6000,3182,2304,667,1058,261,593
3947,420,561,530,413,227,3840,3947,1233,701,1922,1868,3976,1111,3030,1445,1021,339,409,110,299
2005,206,241,242,176,156,1893,2005,389,487,1065,1039,2089,587,1522,748,600,119,188,52,128
128754,7650,11084,30826,40336,14349,116032,128754,32762,32750,31241,29649,116754,74936,119652,59485,34579,14072,19838,5704,16450
58856,7260,7902,7483,4837,2684,41360,58856,12972,12211,24946,23866,59350,13785,44894,23706,17374,5271,7787,1998,4837
26748,3399,4062,4074,2577,1310,26096,26748,7283,6001,11205,10727,27725,7582,21696,11068,7420,2534,3043,831,2205
2356,215,324,323,230,213,2316,2356,567,715,1214,1182,2436,760,1820,810,650,141,209,63,159
8297,1085,1057,872,546,218,6403,8297,2109,987,4358,4204,8313,1451,6114,3083,2274,719,1028,252,596
896764,104687,99523,77675,43294,21221,738176,896764,147239,159525,386997,356132,878744,130831,637584,292189,214228,45020,78504,20771,42090
15126,1879,2289,2112,1243,574,14776,15126,3458,2974,4425,4121,15690,3700,12080,7324,5351,1999,2270,521,1522
86081,9586,9551,8919,5852,3249,80867,86081,14840,20934,40747,39651,82248,16621,62404,25128,18784,4360,7264,1918,4301
8611,847,1195,1145,763,411,3194,8611,1942,1967,3673,3432,8978,2148,6624,3539,2583,770,1296,315,678
60155,7046,8491,8623,5601,3095,57728,60155,18030,12930,27011,25489,60871,16090,48311,22660,16571,5094,6536,1627,4550
120422,13138,13937,11534,6482,3744,78934,120422,24826,27109,48566,46668,123066,20343,92090,44780,33429,7234,11440,2708,6494
20705,2862,2935,2569,1660,901,13907,20705,6310,4071,7176,6804,21063,4726,16693,8907,6627,1781,2732,658,1553
66470,10419,9626,6906,4071,1577,60898,66470,9176,13138,33270,32176,64633,11255,49533,23714,17634,3647,5099,1216,3225
274765,31673,29795,23046,13374,7349,225371,274765,40839,46711,115408,105834,267390,40383,194177,90230,70486,13508,24850,6602,12913
109541,15237,14672,10700,6487,2797,54252,109541,22876,22158,51780,49474,105042,18455,81128,39144,30504,6492,11412,2665,5517
37830,4537,6443,5913,3379,1595,36428,37830,11893,8539,20868,20179,37465,10126,30152,13096,11307,2339,3235,966,2417
45164,5012,6424,6507,4366,2456,43053,45164,11942,10669,25058,24210,45358,12648,35425,15288,13001,2849,4014,1214,2997
25642,3049,3993,3237,2023,1334,25014,25642,6420,6167,13356,12995,25646,5969,19654,8847,7174,1361,2041,578,1435
163694,22352,21008,16305,10105,5015,139954,163694,31336,30548,79824,77327,150889,27355,122676,56504,44409,7520,14653,3503,7948
35634,4300,5412,5364,3616,1739,34194,35634,7911,7505,19440,18913,35149,9471,28815,11222,7838,2246,2945,875,2227
16800,1876,2714,3099,2039,976,16168,16800,5218,4046,7467,7156,16960,5761,13972,6671,5002,1572,2056,565,1519
39639,4532,5238,4824,3044,1507,23222,39639,8466,9225,17062,16249,39546,8584,30817,14947,12204,2659,4273,1081,2445
8743,1028,1185,1130,856,485,8399,8743,2796,1501,4683,4536,8909,2477,6728,3312,2314,746,917,241,643
50159,6741,7821,6016,3229,1695,47509,50159,10660,11338,27919,27204,49737,9760,38200,14168,12453,2198,3245,994,2302
15604,1766,2147,2116,1455,756,9981,15604,4010,3624,5938,5604,16089,4038,12167,6740,4648,1276,1950,475,1167
10008,1012,1080,800,334,114,1567,10008,2347,1457,4113,3636,9869,1151,6541,3229,2472,665,903,233,536
33683,4448,4701,4059,2447,1110,30357,33683,9354,6262,15332,14804,31753,7297,25784,13531,10288,2765,3491,836,2192
70741,8321,9105,8484,5733,3390,45365,70741,14475,13850,30954,29825,69981,16269,54772,26805,19882,4958,7831,2027,4686
13824,1648,1913,1828,1181,602,10062,13824,3753,2326,6298,6041,13866,3371,10664,5616,3903,1184,1745,411,1050
11139,1185,1486,2101,1680,684,10700,11139,2834,2616,4111,3933,10753,4115,9215,4576,2884,1083,1394,387,1072
816684,91913,105346,95306,50729,32388,552789,816684,144453,150363,412156,395215,808703,169087,629137,279927,213277,48978,80604,18983,46814
4190,405,544,564,469,313,4098,4190,1083,996,2084,2024,4252,1353,3230,1423,1130,252,374,111,284
14436,1786,1991,1887,1145,703,10071,14436,3676,2832,5976,5719,14617,3727,11060,6361,4214,1294,1849,451,1126
106222,13134,14559,13516,8850,4673,99356,106222,26778,22438,53197,51115,104081,25472,81833,36363,26514,7555,9590,2511,6633
15841,1847,2182,2129,1569,730,12389,15841,3824,3315,7083,6825,15462,4077,12491,5926,4297,1185,1673,444,1082
12668,1443,1618,1613,1222,588,9271,12668,3242,2563,4222,4007,12746,3332,9690,5275,3837,1166,1505,394,1091
21780,2549,2346,1664,873,551,19206,21780,4008,3459,9554,9239,22948,3309,14871,7010,5755,1080,2013,471,1014
24574,3023,3287,2573,1476,909,17247,24574,2158,3443,13113,12813,23580,4687,18433,6061,4664,874,1743,451,976
102539,11941,12421,11342,6427,3801,89128,102539,21064,20583,55149,53777,102397,20666,75797,32057,25847,5250,8145,2255,5230
18794,2813,3100,2346,1161,444,18076,18794,4460,4381,10061,9694,18012,3154,14532,6782,5348,1401,1755,400,1127
6900,703,1030,1064,663,427,3887,6900,2199,1205,2746,2627,7420,2254,5447,3081,2261,708,1080,263,673
39531,4167,4937,5344,3131,1587,29180,39531,8267,9739,18865,17880,40354,9748,29427,12223,8710,2429,3503,978,2360
12444,1399,1593,1674,1061,705,11571,12444,2918,3222,6313,6059,12752,3383,9654,4872,3823,862,1313,334,834
7885,900,1085,1118,741,452,7450,7885,1717,2135,4058,3886,8253,2206,6092,2285,1730,506,686,207,500
9928,1039,1589,1659,1246,560,7350,9928,3083,2114,4260,4065,10140,3384,8132,4457,3285,948,1481,370,960
787858,119832,99900,78676,37291,15498,434361,787858,83705,124372,382102,366922,711421,107897,571354,192056,163979,26032,63795,14334,29483
5761,646,720,785,532,372,5156,5761,1360,1558,3375,3303,5792,1699,4407,1987,1551,361,513,152,379
31129,2921,2708,2541,1847,1032,28243,31129,4350,5028,13333,12671,31540,5398,23589,10851,8775,1318,3107,758,1570
3870,426,560,566,375,210,3640,3870,1038,1058,2538,2490,3883,1148,3067,1401,1092,208,341,92,247
9813,1270,1332,1372,905,359,9390,9813,2465,2465,4264,4085,10037,2292,7604,2704,2083,534,737,217,536
55387,6682,7469,7206,4806,2129,46748,55387,11239,14138,23312,22214,55049,13434,42870,21175,15605,4150,5770,1446,3806
98976,11257,12454,11607,6827,3649,90736,98976,16968,25459,47682,45835,97031,20072,75944,30961,22631,5211,7639,2095,4725
11879,1498,1725,1509,945,414,10332,11879,3489,2089,5208,5006,11607,2692,9185,4390,3040,961,1267,319,795
29036,2808,3054,2672,1742,1097,24191,29036,5213,5054,15694,15315,29169,5338,21792,10911,8542,1788,2547,673,1719
13918,1642,1958,1851,954,394,9313,13918,2865,3671,7026,6604,13745,2951,10816,4909,3764,778,1148,313,734
263378,31539,36248,29816,16246,9303,231558,263378,52309,55532,143673,139748,258004,49706,200674,77979,66423,12113,18187,5484,12232
10143,1312,1543,1372,799,390,9950,10143,2864,1622,2650,2462,10648,2421,7951,4756,3379,1324,1412,333,1001
18717,2093,2568,2411,1462,1143,17697,18717,4397,4590,9142,8821,19162,4867,14278,7180,5754,1217,1780,481,1194
13772,1401,1711,1769,1123,846,13090,13772,2746,3364,7309,7127,13832,3577,10533,5085,4329,697,1073,311,749
32251,3828,4642,4336,2715,1334,19373,32251,9199,6077,13302,12661,32424,7881,25007,12630,9928,2511,4041,983,2270
4292,480,707,676,585,274,3994,4292,1395,1047,2502,2439,4458,1200,3642,1814,1209,432,566,154,421
14940,1948,2266,1690,1037,481,11098,14940,4252,3437,4670,4511,15300,3196,12038,6201,4478,1373,1752,437,1183
6150,589,746,843,588,454,5950,6150,1366,1581,3426,3348,6230,1776,4717,2133,1642,397,606,163,421
19816,2169,1991,1611,1077,581,18138,19816,4319,2869,10071,9782,19110,3334,15242,7605,6112,965,2211,510,1093
76931,10480,11189,9689,5692,2890,69760,76931,22986,15049,34678,33100,77125,16764,60660,32048,24567,6572,8456,2046,5397
23047,3009,3153,3178,2002,1153,22254,23047,6985,4546,9203,8776,23426,6065,18073,10018,6994,2225,2743,658,1744
34120,3748,4724,5187,3726,2068,20864,34120,9235,7259,15201,14578,35030,10489,27199,13902,9792,2760,4363,1133,2661
17032,1835,2116,2215,1407,891,15699,17032,3704,3616,8691,8324,17429,4147,13298,6371,4814,1175,1525,430,1059
19596,2138,2673,2631,2007,1075,18724,19596,5083,4401,9130,8837,19406,5647,15142,7509,5481,1474,2078,554,1490
20952,2101,3126,3786,2472,1199,20199,20952,6108,5401,8137,7567,20979,6773,17072,9202,6778,2224,2521,706,2010
10020,1105,1179,1154,815,503,9684,10020,2219,2151,6142,6017,10109,2385,7311,2622,2025,532,725,239,540
14250,1818,2099,2014,951,403,12879,14250,2290,3545,8524,8196,14058,2723,11642,4155,3225,731,1112,328,713
542364,64559,64541,57004,30893,16910,460466,542364,62023,93730,320589,313451,522837,93985,431740,126913,108367,19252,29825,10030,21049
27052,3477,3929,3678,2258,1097,16683,27052,7252,5368,10538,10172,26620,6610,22158,11703,8819,1980,3230,808,1834
24263,2702,3939,4061,2569,1417,23076,24263,7591,5204,11675,11269,24170,7579,19832,8974,7318,1699,2409,713,1820
19351,2342,2610,2511,1592,785,8481,19351,6502,3331,8234,7945,20066,4776,15235,8411,6109,1524,2753,651,1389
12690,1316,1611,1815,1100,953,12240,12690,3187,3404,6451,6284,12864,3778,9650,4942,3754,800,1206,344,885
18743,1876,1896,1841,1109,709,17067,18743,3236,2841,7875,7533,19313,3425,14191,6323,4797,980,1551,457,971
2612,246,330,374,243,226,2534,2612,650,670,1436,1405,2632,882,1986,922,677,173,262,70,184
100657,15035,13443,9856,5655,2635,87545,100657,11864,19554,50192,48576,90414,14954,73507,30252,23816,4128,7087,1845,4264
61833,6941,9092,8732,5428,3251,59461,61833,16236,14013,27990,26616,62943,16310,49078,23096,17128,4798,5565,1636,4431
27828,3237,3581,3787,2169,1095,21808,27828,6131,6840,9961,9412,27442,6262,21974,9425,6966,2004,2790,799,1817
55976,6413,7879,7650,4927,2722,30970,55976,12800,13430,27857,26753,57934,14708,43370,23582,17305,4725,7506,1900,4431
14668,1613,1975,1975,1407,701,9291,14668,4010,3024,5756,5470,14979,3990,11127,6202,4384,1460,2051,513,1380
70562,6522,7425,6979,3666,2068,62080,70562,12045,11859,34817,33454,70572,11665,58416,24316,19978,4797,5425,1574,3912
21068,2319,3021,2923,1945,975,12267,21068,5740,4250,8947,8500,21152,5261,16580,8793,6499,1856,2902,703,1613
25631,2981,3687,3142,1891,986,24256,25631,6615,5812,14029,13526,25599,5593,19541,9398,7367,1534,2274,573,1429
28719,3197,4089,4436,2873,1314,24812,28719,9787,4654,11518,10945,27436,7726,22525,12311,8897,2444,3601,899,2402
350518,40371,40163,41649,23643,11851,324981,350518,42507,66792,202449,196754,330976,67199,281815,69465,55799,13702,19166,6881,14016
8665,925,1077,1276,816,457,8177,8665,2140,2297,4001,3825,8858,2497,6577,3346,2578,650,908,238,621
1952,191,329,334,246,118,1913,1952,504,501,920,889,1965,630,1574,667,510,124,195,57,145
37517,4540,4976,4698,2984,1597,26568,37517,9074,8767,16312,15231,38023,8659,30640,15789,12287,3079,3868,1048,2758
23963,2329,2673,2715,2440,1275,22279,23963,4983,3770,10107,8904,24319,6445,17723,8930,6558,1646,3001,821,1816
17634,1868,2480,2579,1790,856,16763,17634,4621,3989,8141,7862,16850,4887,13605,5709,4218,1241,1855,504,1248
62447,8176,7603,6447,3821,1881,47425,62447,9460,12933,30510,29401,60517,10854,46999,20956,16920,3376,5126,1313,3141
22663,3202,3364,2620,1556,784,21603,22663,5599,4826,11951,11520,22017,4689,17328,9420,7001,1863,2301,533,1497
102985,13899,13697,11375,6608,3202,88618,102985,14600,21292,57812,56330,96899,18623,78484,28000,23938,4922,7217,1916,4453
19150,2355,2698,2468,1401,900,18573,19150,5840,3507,10173,9935,19135,4591,14680,6908,5050,1463,1722,458,1206
11693,1338,1533,1477,924,457,10742,11693,2552,2195,5448,5252,11384,2589,8653,4248,3158,811,1279,330,801
118230,12472,14376,13740,7932,5139,107964,118230,19039,26158,67261,65495,117582,24464,94844,34625,27884,5429,7729,2510,5753
313888,39072,41955,35695,23104,10899,232630,313888,59812,65132,147900,143296,297732,63159,241387,104525,86417,19357,30940,7706,17184
8566,888,1231,1321,1001,538,8173,8566,2333,2181,4680,4502,8703,2755,6835,2764,2044,578,787,238,593
10658,1100,1540,1892,1082,780,10287,10658,2554,2811,5478,5306,10578,3602,8653,3702,2752,533,924,282,695
12715,1602,1659,1702,1172,672,11715,12715,4138,2390,5419,5163,12747,3148,9870,5148,3731,1227,1554,358,1029
261059,31738,36030,31364,17003,10492,169524,261059,50928,62152,127192,120769,264433,54566,199986,98490,80594,16145,23890,6516,14351
370200,51708,45813,35670,19091,9014,278897,370200,58155,75317,175989,168025,345995,57101,272255,119229,97195,15412,31365,7276,16223
10003,1122,1397,1462,853,630,9723,10003,2621,2505,4923,4803,10239,2863,7729,3634,2883,681,963,277,705
85219,9970,11449,11459,8010,3690,58745,85219,15721,18231,40225,38749,83467,20679,66698,27421,21210,5889,8949,2394,5407
6050,615,816,826,527,365,5852,6050,1777,1273,3018,2926,6084,1705,4593,2193,1585,491,606,161,435
